post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
171223971.mdn,2025-08-17T05:59:00.000Z,true,,,newsletter,everyone,MDN – zastávka číslo jedna pro webové vývojáře,"Osvědčený a srozumitelný zdroj informací pro vývoj webu, kterému vývojáři věří napříč generacemi. ",
171031010.empty-state,2025-08-15T05:59:00.000Z,true,,,newsletter,everyone,Prázdný stav,"Prázdný stav je situace, kdy rozhraní nemá co zobrazit – třeba při prvním použití nebo neúspěšném hledání. Dobré rozhraní vysvětlí proč a nabídne, co dělat dál.",
170929386.wizard-of-oz,2025-08-14T05:59:24.810Z,true,,,newsletter,everyone,Čaroděj ze země Oz,Simulování funkcí produktu skrytým lidským operátorem pro získání zpětné vazby ještě před vývojem.,
170829995.look-and-feel,2025-08-13T05:59:25.416Z,true,,,newsletter,everyone,Look and feel,"Vzhled a dojem označuje spojení vizuálního stylu a interaktivního chování, které utváří uživatelský zážitek a identitu značky.",
170763909.pragnanz,2025-08-12T05:59:00.000Z,true,,,newsletter,everyone,Pravidlo výstižnosti,Přirozená tendence mysli vnímat nejjednodušší a nejstabilnější tvar patří k základním prvkům gestaltové psychologie.,
170643119.84,2025-08-19T05:59:00.000Z,true,2025-08-19T15:50:00.950Z,2025-08-19T15:50:00.950Z,newsletter,everyone,"Budeme s AI tvořit software, jako si na 3D tiskárnách tiskneme nábytek. ŘSoW#84","Marek Prokop radí, jak přežít změny v SEO. Checklist pro navigační menu. Tři úrovně designu podle Dona Normana. Ověřte nápady za tři dny. Výzkum prostřednictvím designu. Jak na úspěšnou strategii.",
170641981.can-i-use,2025-08-10T05:59:00.000Z,true,,,newsletter,everyone,Can I Use: Okamžitá kontrola kompatibility prohlížečů ,"Can I Use je webový nástroj, který přehledně ukazuje aktuální podporu moderních front-end funkcí v prohlížečích.",
170515567.brendan-eich,2025-08-09T08:29:14.817Z,true,,,newsletter,everyone,Brendan Eich – tvůrce JavaScriptu,Brendan Eich v roce 1995 vytvořil JavaScript a tím změnil webové stránky ze statických dokumentů na interaktivní aplikace.,
170120835.opinionated-software,2025-08-08T05:59:12.116Z,true,,,newsletter,everyone,Software s názorem,"Software, který vede uživatele při řešení úkolů podle předem dané metodiky.",
170116049.mechanical-turk,2025-08-07T05:59:18.803Z,true,,,newsletter,everyone,Mechanický Turek,"Platforma Mechanical Turk od Amazonu využívá lidské pracovníky k úkolům, které umělá inteligence stále nezvládá – moderní ozvěna iluze z osmnáctého století.",
170104245.common-region,2025-08-06T05:59:13.877Z,true,,,newsletter,everyone,Zásada společné oblasti,"Gestalt princip, podle kterého lidé vnímají prvky jako související, pokud jsou ohraničeny stejnou vizuální oblastí – pomáhá srozumitelnosti návrhu.",
170095246.deliverables,2025-08-05T05:59:14.071Z,true,,,newsletter,everyone,Deliverables,"Designové výstupy: vizuální nebo textové podklady, které usnadňují spolupráci, vyjasňují záměr a snižují riziko během vývoje digitálních produktů.",
169954679.visual-vocabulary,2025-08-03T05:59:15.603Z,true,,,newsletter,everyone,Visual vocabulary nabízí jednoduché mapování uživatelských toků,"Minimalistický vizuální systém pro jasné, rychlé a srozumitelné znázornění uživatelských cest i pro komplexní aplikace.",
169686860.desktop-shortcut,2025-08-01T05:59:06.684Z,true,,,newsletter,everyone,Zástupce na ploše,Rychlý přístup k určité funkci nebo stránce – a je stejně užitečný na počítači i na mobilu.,
169657159.clive-sinclair,2025-08-02T05:59:25.824Z,true,,,newsletter,everyone,Clive Sinclair přinesl domů počítač,"Britský vynálezce, který změnil svět technologií tím, že zpřístupnil počítače široké veřejnosti.",
169644521.conversion-rate,2025-07-31T05:59:27.653Z,true,,,newsletter,everyone,Konverzní poměr,"Procento uživatelů, kteří dokončí požadovanou akci na webu nebo v aplikaci –⁠ důkaz, že digitální prostředí dává smysl a funguje správně.",
169545209.vision-board,2025-07-30T05:59:56.023Z,true,,,newsletter,everyone,Vision board,"Vision board je trvalý, vizuální nástroj, který pomáhá sladit se na uživatelské zkušenosti, designovém směru a společných cílech; přemosťuje strategii a realizaci.",
169540585.83,2025-08-11T05:59:18.594Z,true,2025-08-11T05:59:18.722Z,2025-08-11T05:59:18.722Z,newsletter,everyone,Zajistěte dostatečný barevný kontrast. ŘSoW#83,Stíny v UI. Designéři jsou škarohlídi. Jak na uživatelské testování. Jak na ALT obrázku. Triky pro lepší UI. Mapování uživatelských cest. Odhalte lháře v uživatelském výzkumu.,
169459837.zero-click-serp,2025-07-29T05:59:14.544Z,true,,,newsletter,everyone,Zero-click search,"Výsledky vyhledávání, které uživateli odpoví rovnou na stránce – mění způsob, jak přivádíme návštěvníky na web.",
169189974.mockup,2025-07-25T05:59:25.421Z,true,,,newsletter,everyone,Maketa,"Maketa uživatelského rozhraní je statický, detailní návrh, který ukazuje, jak bude digitální produkt vypadat ještě před zahájením vývoje.",
169117460.google-fonts,2025-07-27T05:59:07.810Z,true,,,newsletter,everyone,Google Fonts: fontotéka se stovkami písem připravených k použití,"Bezplatná, spolehlivá a výkonná služba pro webová písma, která usnadňuje práci s typografií.",
169075663.bias-blind-spot,2025-07-24T05:59:04.398Z,true,,,newsletter,everyone,Kognitivní slepá skvrna,"Bias blind spot je kognitivní zkreslení, kvůli kterému si nevšimneme vlastních předsudků, i když je vidíme u ostatních.",
168884944.selective-attention,2025-07-23T05:59:16.716Z,true,,,newsletter,everyone,Selektivní pozornost,"Uživatelé se soustředí na to, co očekávají, ne na to, co skutečně vidí. To určuje, co v rozhraní funguje – a co selhává.",
168851322.peak-end-rule,2025-07-22T06:00:05.143Z,true,,,newsletter,everyone,Pravidlo vrcholu a konce,"Lidé si zážitky nepamatují jako celek, ale podle nejintenzivnějšího a závěrečného momentu.",
168840679.82,2025-08-04T05:59:34.115Z,true,2025-08-04T05:59:34.314Z,2025-08-04T05:59:34.314Z,newsletter,everyone,O prodlužování čar v grafech. ŘSoW#82,Naučte se tvořit vize. Nebrzdí vás Google tag manager? Tři role microcopy. AI ovlivňuje SEO – víme jak. Proces dusí design. Sestavte si kompas priority. Stres jako UX metrika. ,
168509123.susan-kare,2025-07-26T05:59:18.429Z,true,,,newsletter,everyone,Susan Kare polidštila počítače,"Susan Kare – designérka, která proměnila počítačové rozhraní pomocí ikon jako Happy Mac nebo symbol klávesy Command a udělala technologie srozumitelnějšími pro každého.",
168504768.gsap,2025-07-20T05:59:19.348Z,true,,,newsletter,everyone,"GSAP: Animace, které rozhýbou web","Výkonná knihovna pro JavaScriptové animace, kterou vývojáři používají k tvorbě plynulého a interaktivního uživatelského rozhraní.",
168389706.jon-postel,2025-07-19T05:59:27.703Z,true,,,newsletter,everyone,Jon Postel – architekt základních internetových protokolů,"Editor RFC, zakladatel IANA a tichá síla stojící za protokoly, které pohánějí internet.",
168384741.gestalt,2025-07-18T05:59:09.716Z,true,,,newsletter,everyone,Tvarové zásady ,"Gestalt vysvětluje, jak uživatelé přirozeně v mysli seskupují prvky, a tím usnadňují intuitivní návrh rozhraní.",
168374113.backlog,2025-07-16T05:59:20.905Z,true,,,newsletter,everyone,Backlog,"Seznam úkolů, funkcí, chyb, nápadů či požadavků, které je potřeba v budoucnu vyřešit. Bez aktivní péče se snadno změní v zátěž plnou zmatku a neakceschopnosti.",
168336125.aida,2025-07-15T06:00:03.674Z,true,,,newsletter,everyone,AIDA – Attention Interest Desire Action,"AIDA: čtyřfázový model – pozornost, zájem, touha, akce – pomáhá proměnit zvědavost v rozhodnutí.",
168274275.81,2025-07-28T05:59:20.611Z,true,2025-07-28T05:59:20.713Z,2025-07-28T05:59:20.713Z,newsletter,everyone,"Všechno je, jak má být. ŘSoW#81","Optimalizujte obrázky. Všechno už tu bylo – i strukturální pokles návštěvnosti. UX už možná není dobrá práce. Jak psát texty, které čtenář dočte? Javascript nám rozbil web. Jak na SVG. ",
168273133.osobnosti,2025-07-14T07:53:40.268Z,true,,,page,everyone,Osobnosti,,
168064233.dean-allen,2025-07-12T05:59:26.122Z,true,,,newsletter,everyone,"Dean Allen – typograf, vývojář a bloger","Vizionář, který proměnil webové publikování díky srozumitelnému značkovacímu jazyku a elegantnímu designu, vždy na straně tvůrců obsahu.",
168062375.storytribe-com,2025-07-13T05:59:25.311Z,true,,,newsletter,everyone,StoryTribe: Sestavujte storyboardy bez zbytečné námahy,"Online nástroj pro tvorbu storyboardů zdarma, bez nutnosti kreslit – pro video tvůrce, UX týmy a marketéry.",
168054971.user-story,2025-07-11T07:31:39.160Z,true,,,newsletter,everyone,Uživatelský příběh,User story vysvětluje smysl a strukturu uživatelských potřeb a zdůrazňuje jejich roli při slaďování vývoje softwaru s reálnými potřebami uživatelů.,
167946521.progressive-disclosure,2025-07-10T05:59:13.918Z,true,,,newsletter,everyone,Postupné odhalování,"Uživatelské rozhraní, které nabízí jednoduchost jako první a složitost až později – ukazuje lidem jen to, co skutečně potřebují, ve chvíli, kdy to potřebují.",
167887742.lateral-thinking,2025-07-09T05:59:00.000Z,true,2025-07-09T08:23:51.439Z,2025-07-09T08:23:51.439Z,newsletter,everyone,Laterální myšlení,"Lateral thinking – tvůrčí přístup k řešení problémů, který obchází logiku a nachází nečekaná řešení.",
167804862.80,2025-07-21T05:59:14.463Z,true,2025-07-21T05:59:14.570Z,2025-07-21T05:59:14.570Z,newsletter,everyone,Pracujte s typografickou stupnicí. ŘSoW#80,Co si Jakub a Martin myslí o vizuální identitě státu. Jak zpřístupnit web AI agentům. Krásný design vzbuzuje důvěru. Jak navrhovat pro dyslektiky. Proč se login dělí na dva kroky. UX Research Canvas.,
167676745.uptimerobot,2025-07-07T05:59:14.562Z,true,,,newsletter,everyone,UptimeRobot: Rychlé a dostupné monitorování webu,"Nástroj pro sledování dostupnosti webu s rychlými upozorněními, štědrým bezplatným tarifem a snadným nastavením pro vývojáře a firmy.",
167634570.design-sprint,2025-07-06T05:59:00.000Z,true,,,newsletter,everyone,Design sprint,"Rychlá metoda pro ověřování nápadů, řešení problémů a testování designu – dnes ještě svižnější než dřív.",
167551703.cognitive-bias,2025-07-05T05:59:14.266Z,true,,,newsletter,everyone,Kognitivní zkreslení,"Skryté myšlenkové zkratky formují způsob, jak lidé vnímají, posuzují a používají digitální prostředí – často aniž by si to uvědomovali.",
167481908.doherty-treshold,2025-07-04T05:59:17.636Z,true,,,newsletter,everyone,Dohertyho práh,"Hranice použitelnosti, kdy je systém pro uživatele dostatečně rychlý: 400 milisekund.",
167350268.79,2025-07-14T05:59:20.314Z,true,2025-07-14T05:59:20.446Z,2025-07-14T05:59:20.446Z,newsletter,everyone,Konverzní poměr není byznysová metrika. ŘSoW#79,Metriky pro UX. Figma nás omezuje. Neposlouchejte uživatele. Demokratizace výzkumu s AI. To AdBlock rozbil váš web. Omezení je svoboda. Jak myslí designéři? Znají lidé disketu?,
167310535.wicked-problems,2025-07-03T05:59:13.464Z,true,,,newsletter,everyone,Zapeklité problémy,"Špatně definované, proměnlivé výzvy bez jasného řešení, které vyžadují nepřetržité přizpůsobování, nikoli jednorázové opravy.",
167218455.research-repository,2025-07-01T05:59:16.719Z,true,,,newsletter,everyone,Výzkumný repozitář,"Centralizované úložiště pro organizaci a uchování výstupů výzkumu, aby byly dohledatelné a znovupoužitelné. ",
167133532.phase,2025-06-30T05:59:25.165Z,true,,,newsletter,everyone,Phase je nástroj pro návrh animovaných prototypů,"Nástroj bez nutnosti programování, který umožňuje UI/UX designérům snadno vytvářet animované prototypy a soustředit se na kreativitu i použitelnost.",
167071123.semantic-web,2025-06-29T05:59:18.219Z,true,,,newsletter,everyone,Sémantický web,"Sémantický web umožňuje strojům chápat data a vztahy mezi nimi – přináší lepší vyhledávání, chytřejší aplikace a nové uživatelské zážitky.",
166957581.accessibility,2025-06-28T05:59:21.166Z,true,,,newsletter,everyone,Přístupnost,"Přístupnost zajistí, že váš digitální produkt může používat každý, bez ohledu na schopnosti nebo zařízení.",
166954030.ohio,2025-06-27T05:59:00.000Z,true,,,newsletter,everyone,OHIO: Only Handle It Once,"Rozhodovací pravidlo, které pomáhá snižovat třecí plochy, udržovat pořádek a soustředit se díky okamžité akci pro vyšší produktivitu v dlouhodobém horizontu.",
166876021.geyser-of-ideas,2025-06-26T05:59:00.000Z,true,,,newsletter,everyone,Gejzír nápadů,"Bouřlivá fáze generování nápadů v designérském procesu, kdy nápady tryskají s neřízenou intenzitou a bez okamžitého hodnocení.",
166793077.78,2025-07-08T05:59:26.160Z,true,2025-07-08T05:59:26.284Z,2025-07-08T05:59:26.284Z,newsletter,everyone,10 nových knih o UX roku 2025. ŘSoW#78,Nespoléhejte na ikony bez popisku. Grid ve Figmě nahrazuje Auto Layout. Co má obsahovat specifikace designu pro vývoj? Optické korekce v písmu. Mapy vlivu. Návrat mikroplateb. Konec fixní user flow.,
166677779.emotional-design,2025-06-24T05:59:16.686Z,true,,,newsletter,everyone,Emoční design,Cesta k hlubšímu vztahu s uživatelem přes pocity a zážitky.,
166550054.erdplus,2025-06-23T05:59:18.094Z,true,,,newsletter,everyone,S ERDPlus navrhnete strukturu databáze,ERDPlus je bezplatná webová aplikace pro rychlé kreslení entity-relation diagramů a databázových schémat pro automatické generování příkazů SQL.,
166484884.fake-door-test,2025-06-22T05:59:16.518Z,true,,,newsletter,everyone,Test falešných dveří,"Rychlá a levná metoda ověření zájmu: nabídněte funkci, která ještě neexistuje, a sbírejte kontakt na uživatele, kteří ji chtějí vyzkoušet.",
166483512.loading-time,2025-06-21T19:35:59.828Z,true,,,newsletter,everyone,Iluze načítání,"Promyšlený design dokáže pocitově zkrátit dobu čekání, aniž by skutečně zrychlil načítání.",
166381196.double-diamond,2025-06-20T08:46:12.267Z,true,,,newsletter,everyone,Double diamond,"Dvojdiamant je rámec pro navrhování produktů a služeb, který názorně odděluje popis problému v zadání od kreativního řešení.",
166342164.77,2025-07-02T05:59:16.156Z,true,2025-07-02T05:59:16.317Z,2025-07-02T05:59:16.317Z,newsletter,everyone,Vstup pro AI agenty a roboty jen za peníze. ŘSoW#77,Uspěje zpoplatnění AI robotů? Kolik se platí za práci v IT? Co umí if() v CSS? Píšete si deník? Je kvalita past? Co je to přístupná čeština? Jste myslitelé nebo pracanti?,
166301401.mvp,2025-06-19T05:59:00.000Z,true,,,newsletter,everyone,Minimální životaschopný produkt,"Minimální životaschopný produkt je nejjednodušší verze produktu, která slouží k ověření nápadu v reálném světě a získání zpětné vazby co nejdříve.",
166173626.feature,2025-06-17T05:05:00.000Z,true,,,newsletter,everyone,Softwarová vlastnost,"Softwarová vlastnost je uživatelsky zaměřená schopnost softwaru, která poskytuje konkrétní hodnotu prostřednictvím promyšleného návrhu a realizace.",
166027183.frame0,2025-06-16T05:59:17.014Z,true,,,newsletter,everyone,"S Frame0 vytvoříte wireframe, diagram nebo schéma","Frame0.app – Lehký nástroj pro rychlé skicování nápadů, vytváření prototypů a sbírání zpětné vazby.",
165882384.breadcrumbs,2025-06-14T05:59:12.679Z,true,,,newsletter,everyone,Drobečková navigace,"Navigační prvek rozhraní, který ukazuje uživatelům aktuální polohu ve struktuře webu. Zlepšuje orientaci, zvyšuje konverze a podporuje přístupnost i vyhledávání.",
165882373.wiifm,2025-06-15T05:59:21.976Z,true,,,newsletter,everyone,WIIFM: What's in it for me?,"Otázka, kterou si klade každý uživatel, návštěvník i zákazník. A vy byste na ni měli znát odpověď dřív než oni.",
165846447.discovery,2025-06-13T07:29:07.695Z,true,,,newsletter,everyone,Objevování,"Úvodní fáze návrhu digitálních produktů, která odhaluje potřeby uživatelů, snižuje rizika a sladí cíle před začátkem vývoje.",
165765322.pretahovani,2025-06-12T06:47:49.949Z,true,,,newsletter,everyone,Přetahování,Drag and drop je přirozený konceptuální model pro ovládání uživatelského rozhraní. Používá se o přesun objektů mezi různými umístěními nebo pro aplikaci funkčnosti na objekt.,
165665148.desire-path,2025-06-11T05:59:22.049Z,true,,,newsletter,everyone,Uživatelské zkratky,"Desire path – intuitivní trasa, zkratka, kterou uživatelé přirozeně zvolí, i když neodpovídá zamýšlenému návrhu uživatelských cest v rozhraní.",
165664406.76,2025-06-25T05:59:27.742Z,true,2025-06-25T05:59:27.840Z,2025-06-25T05:59:27.840Z,newsletter,everyone,Běžte vynalézat kolo. ŘSoW#76,Co znamená AI ve vyhledávání? Napraví vajbování vztahy mezi UX a produktem? Vynalezli jste kolo? Vykašlali jste se na přístupnost? Kam mizí konverze?,
165571361.videoant,2025-06-09T05:59:00.000Z,true,,,newsletter,everyone,VideoAnt pomůže s anotací vidozáznamu,"Bezplatný webový nástroj pro připojení poznámek k videu, který podporuje spolupráci a umožňuje bezpečné sdílení.",
165297842.glassmorphism,2025-06-08T05:59:35.458Z,true,,,newsletter,everyone,Glassmorfismus,Trend designu rozhraní využívající rozostření a průhlednost k napodobení pohledu přes matné sklo. ,
165256625.goal-gradient-effect,2025-06-07T05:59:16.149Z,true,,,newsletter,everyone,Jev blízkosti cíle,"Čím blíž je dokončení úkolu, tím větší úsilí lidé vyvíjejí. Klíčový poznatek pro UX design.",
165249161.blaming-user,2025-06-06T05:59:31.097Z,true,,,newsletter,everyone,Obviňování uživatele,"Výraz „uživatelská chyba“ maskuje nedostatky v návrhu systému, nikoli skutečné selhání ze strany uživatele. ",
165225708.reframing,2025-06-05T05:59:19.937Z,true,,,newsletter,everyone,Přerámování zadání,"Reframing – praxe předefinování problému nebo pohledu za účelem nalezení lepšího řešení, větší srozumitelnosti a souladu s potřebami uživatelů.",
165080154.75,2025-06-18T05:59:29.430Z,true,2025-06-18T05:59:29.863Z,2025-06-18T05:59:29.863Z,newsletter,everyone,Dlouhá čísla dělte do skupin. ŘSoW#75,"Praktický návod na workshopy. Priority guide místo wireframů. Úsvit adaptivního UI. MCP propojí webové nástroje s AI. Agentní nákupy porostou. Nemáte syndrom vyhoření, máte trauma.",
164927837.design-critiques,2025-06-04T05:59:15.224Z,true,,,newsletter,everyone,Designová kritika,"Strukturovaná interní zpětná vazba, která zpřesňuje návrhy před validací.",
164925956.htaccess-tester,2025-06-02T05:59:20.673Z,true,,,newsletter,everyone,"Htaccess Tester otestuje vaše pravidla dřív, než je nasadíte","Nástroj v prohlížeči, který vývojářům pomáhá ověřit pravidla pro Apache .htaccess pro přepis URL, přesměrování a chování HTTP serveru – bez rizika chyby na serveru.",
164890791.millers-law,2025-06-01T05:59:20.621Z,true,,,newsletter,everyone,Millerovo pravidlo,"Princip, který upozorňuje na omezenou kapacitu pracovní paměti a pomáhá návrhářům zjednodušovat uživatelská rozhraní.",
164868645.intent-based-navigation,2025-05-31T05:59:00.000Z,true,,,newsletter,everyone,Navigace podle záměru,"Návrhový přístup, v němž se rozhraní přizpůsobuje cíli uživatele – odhaduje, co chce udělat, místo aby ho vedlo skrz nabídky.",
164789267.human-factors,2025-05-30T05:59:00.000Z,true,,,newsletter,everyone,Lidský faktor,"Věda o přizpůsobení systémů lidským schopnostem a omezením – základ intuitivního, bezpečného a účinného uživatelského zážitku.",
164739438.component-library,2025-05-29T05:59:00.000Z,true,,,newsletter,everyone,Knihovna komponent,"Uspořádaný soubor opakovaně použitelných UI prvků, který zajišťuje konzistentnost designu, urychluje vývoj a podporuje škálovatelné a přístupné digitální produkty.",
164637169.74,2025-06-10T05:59:20.099Z,true,2025-06-10T05:59:20.253Z,2025-06-10T05:59:20.253Z,newsletter,everyone,Nechte uživateli kontrolu nad obsahem. ŘSoW#74,Co dělá design lidským? Jak zůstat relevantním v době AI? Koncepční diagramy. Nový vizuální styl Apple. WCAG ve formě srozumitelných karet. Syntetičtí respondenti pro výzkum. Návrat Webu 2.0.,
164599065.awkward-silence,2025-05-28T05:59:16.622Z,true,,,newsletter,everyone,Trapné ticho,"Záměrná pauza po odpovědi, která pomáhá odhalit hlubší, autentické potřeby uživatelů při UX rozhovorech.",
164441355.jtbd,2025-05-23T05:59:00.000Z,true,,,newsletter,everyone,Jobs to be done,"Metoda JTBD vám pomůže porozumět chování uživatelů skrze cíle, kvůli nimž si produkty najímáme.",
164440709.squoosh,2025-05-26T05:59:35.100Z,true,,,newsletter,everyone,Squoosh zmenší datový objem obrázků přímo v prohlížeči,"Webový nástroj pro kompresi obrázků bez nahrávání – lokálně, kvalitně a ideálně pro výkonné weby.",
164437042.design-patterns,2025-05-22T05:59:00.000Z,true,,,newsletter,everyone,Návrhový vzor,"Standardizované řešení, které zjednodušuje pochopení digitálního rozhraní tím, že standardizuje řešení běžných problémů použitelnosti.",
164435756.responsive-design,2025-05-25T05:59:00.000Z,true,,,newsletter,everyone,Responzivní design,"Navrhování pro různě velké obrazovky pomocí flexibilních rozvržení, media queries a webových standardů pro dostupný a výkonný uživatelský zážitek.",
164043508.hick-law,2025-05-21T05:59:08.312Z,true,,,newsletter,everyone,Hickovo pravidlo,"UX princip, podle kterého se doba potřebná k rozhodnutí prodlužuje s počtem dostupných možností. ",
164017616.73,2025-06-03T05:59:21.043Z,true,2025-06-03T05:59:21.135Z,2025-06-03T05:59:21.135Z,newsletter,everyone,Držte délku řádku na uzdě: ŘSoW#73,Zjednodušte si analýzu top tasků. Lokalizovat URL je zbytečné. AI Overview odkáže na překlady cizojazyčných webů. AI na Googlu automatizuje nákupy. Double Diamond naruby. Proč UXáci vyhořívají?,
163890126.web-disability-simulator,2025-05-19T05:59:19.131Z,true,,,newsletter,everyone,Web Disability Simulator vás nechá zakusit web v kůži hendikepovaných uživatelů,"Rozšíření prohlížeče Chrome a Edge, které ukazuje, jak lidé s různými znevýhodněními vnímají web – a proč na přístupnosti záleží.",
163812029.content-inventory,2025-05-18T05:59:29.012Z,true,,,newsletter,everyone,Inventář obsahu,"Strukturovaný přehled obsahu, který usnadňuje redesign, audit i tvorbu uživatelsky přívětivých řešení – content inventory.",
163751174.privacy-by-design,2025-05-17T05:59:07.380Z,true,,,newsletter,everyone,Privacy by design,Návrh s ohledem na soukromí je proaktivní rámec vyvinutý Kanaďankou Ann Cavoukian pro začlenění ochrany soukromí do digitálních systémů od samého začátku.,
163548764.facilitation,2025-05-16T05:59:16.368Z,true,,,newsletter,everyone,Facilitace,"Facilitace pomáhá skupinám myslet, rozhodovat se a jednat společně, a každému jednotlivci umožní uplatnit se.",
163515460.search-intent,2025-05-15T05:59:23.603Z,true,,,newsletter,everyone,Search intent,"Search intent představuje záměr, který přivádí uživatele k vyhledávání. Ovlivňuje výběr klíčových slov a nastavuje kritéria uspokojení.",
163426532.72,2025-05-27T09:12:06.100Z,true,2025-05-27T09:12:06.187Z,2025-05-27T09:12:06.187Z,newsletter,everyone,Lidé už se nemusí učit ovládat počítač: ŘSoW#72,Nahradí PR klíčová slova v SEO? Končí éra navrhování ve Figmě? Jak se měří UX? Co by měl dělat šéf UX? Vtipkovat v chybových hláškách? Samé otázky. Ale také snad i odpovědi.,
163392289.visual-hierarchy,2025-05-14T05:59:18.835Z,true,,,newsletter,everyone,Vizuální hierarchie,"Vizuální hierarchie – designový princip, který pomocí velikosti, barvy a rozvržení určuje, čemu uživatel věnuje pozornost a v jakém pořadí.",
163354842.penpot,2025-05-12T05:59:19.357Z,true,,,newsletter,everyone,Penpot nahradí Figmu při návrhu webu,"Open‑source nástroj pro návrh UI, který propojuje design a vývoj pomocí standardizovaných tokenů a férové licenční politiky.",
163353666.gamification,2025-05-11T05:59:00.000Z,true,2025-05-11T21:39:44.347Z,2025-05-11T21:39:44.347Z,newsletter,everyone,Gamifikace,Gamifikace – využití herních principů v neherním prostředí k motivaci uživatelů a ovlivnění jejich chování.,
163263583.handoff,2025-05-10T05:59:00.000Z,true,,,newsletter,everyone,Handoff,Handoff je anglický výraz pro předání návrhu jako podkladu pro převod do funkčního kódu – postup pro hladké a přesné uvedení digitálního produktu do života. ,
163168501.pre-mortem-post-mortem,2025-05-09T05:59:18.776Z,true,,,newsletter,everyone,Pre-mortem a post-mortem,"Pre-mortem a post-mortem analýza – dvě metody, které pomáhají předcházet chybám a učit se z nich v softwarovém vývoji i provozu.",
163158951.seat-at-the-table,2025-05-08T05:59:00.000Z,true,,,newsletter,everyone,Místo u stolu,"Mít místo u stolu znamená být součástí rozhodování, zejména na úrovni vedení firmy.",
163015188.passwordless-signin,2025-05-07T05:59:19.002Z,true,,,newsletter,everyone,Přihlášení bez hesla,"Přihlášení bez hesla představuje ověřování identity bez tradičních hesel, s důrazem na vyšší bezpečnost a jednodušší uživatelskou zkušenost.",
162949557.71,2025-05-20T05:59:18.662Z,true,2025-05-20T05:59:18.794Z,2025-05-20T05:59:18.794Z,newsletter,everyone,Placeholder nenahradí formulářové popisky: ŘSoW#71,Přichází nový Material design. Jak snížit bounce rate. 23 % e-shopařů nemá čas učit se AI. Z vyhledávačů přestanou chodit lidi. Nenechte UX výzkum shrnout AI. E-maily přístupné nejsou. ,
162828085.device-shots,2025-05-05T05:59:14.685Z,true,,,newsletter,everyone,S Device Shots pořídíte profi makety webu nebo aplikace na plejádě zařízení,Online nástroj pro snadné vytváření realistických vizualizací webů a mobilních aplikací v zařízeních – ideální pro sociální sítě i prezentace.,
162759730.pwdr,2025-05-04T05:59:15.666Z,true,,,newsletter,everyone,PWDR: People Who Do Research,"Označení pro všechny, kdo dělají výzkum, i když nemají v názvu pracovní pozice slovo výzkumník.",
162756332.information-architecture,2025-05-03T05:59:00.000Z,true,,,newsletter,everyone,Informační architektura,"Informační architektura je specializace v designu, která organizuje obsah, aby ho uživatelé našli a pochopili rychle, snadno a bez zbytečného tápání.",
162686880.webinar-solidpixes-kveten-2025,2025-05-02T12:06:17.574Z,true,,,podcast,everyone,Jak si naklikat web bez cizí pomoci,"Pozvánka na webinář, úterý 6. 5. 2025 v 17.00 online",
162541676.onboarding,2025-05-02T05:59:20.890Z,true,,,newsletter,everyone,Onboarding,"Onboarding – návrhový proces, který uživatelům pomáhá pochopit a zažít hodnotu produktu vedením při prvních interakcích.",
162531859.microcopy,2025-05-01T05:59:25.880Z,true,,,newsletter,everyone,Microcopy,"Microcopy – Krátké texty v digitálních rozhraních, které nenápadně, ale zásadně ovlivňují uživatelský zážitek.",
162519517.happy-path,2025-04-30T09:00:44.442Z,true,,,newsletter,everyone,Happy day scenario,"Návrh šťastné cesty – ideální scénář v návrhu digitálních produktů, kdy jde všechno hladce. Často kontrastuje s realitou plnou chyb a nečekaného chování uživatelů.",
162275010.photopea,2025-04-28T05:59:15.815Z,true,,,newsletter,everyone,Photopea nahradí grafické editory,"Photopea – webový grafický editor s funkcemi na úrovni Photoshopu, správou souborů lokálně, AI nástroji a flexibilním cloudovým úložištěm pro digitální profesionály.",
162269933.low-fidelity-design,2025-04-27T05:59:00.000Z,true,,,newsletter,everyone,Hrubý návrh,"Low-fidelity design – Rychlý a flexibilní způsob, jak v rané fázi vývoje webu nebo aplikace otestovat nápady zaměřené na použitelnost a tok uživatele bez zbytečných detailů.",
162266776.human-cetered-design,2025-04-26T05:59:00.000Z,true,,,newsletter,everyone,Design zaměřený na člověka,"Human-centered design – přístup k navrhování, který klade důraz na lidské potřeby a zkušenosti a staví člověka do středu každého rozhodnutí.",
162025708.error-prevention,2025-04-25T05:59:16.866Z,true,,,newsletter,everyone,Předcházení chybám,"Prevence chyb – zásada návrhu zaměřeného na člověka, která pomáhá uživatelům vyhnout se omylům dříve, než k nim dojde.",
161994937.vibe-coding,2025-04-24T05:59:08.041Z,true,,,newsletter,everyone,Vibe coding,"Vibe coding je metoda tvorby softwaru pomocí umělé inteligence, při níž vývojáři zadávají pokyny v přirozeném jazyce a model generuje kód s minimálním ručním zásahem.",
161929476.skunk-works,2025-04-23T05:59:42.012Z,true,,,newsletter,everyone,Skunčí dílna,"Skunčí dílna – principy tajného vývoje, které ukazují, jak inovovat mimo byrokratická omezení a firemní politiky.",
